shot_id,loc_x,loc_y,minutes_remaining,seconds_remaining,period,playoffs,shot_distance,seconds_left_in_period,game_year,game_month,game_dayofweek,action_type,combined_shot_type,season,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,home_away
17219,127,23,8,33,1,0,12,513,2011,1,4,Fadeaway Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,home
17223,54,47,6,25,1,0,7,385,2011,1,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NJN,home
17225,-60,178,1,41,1,0,18,101,2011,1,4,Pullup Jump shot,Jump Shot,2010-11,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,NJN,home
17229,-45,11,0,4,2,0,4,4,2011,1,4,Driving Finger Roll Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NJN,home
17234,99,175,2,43,3,0,20,163,2011,1,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NJN,home
17235,69,67,1,24,3,0,9,84,2011,1,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,NJN,home
17239,92,145,8,13,1,0,17,493,2011,1,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,LAC,away
17242,-158,197,7,58,3,0,25,478,2011,1,6,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,LAC,away
17243,-18,168,7,23,3,0,16,443,2011,1,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,LAC,away
17246,102,-11,5,12,3,0,10,312,2011,1,6,Fadeaway Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,LAC,away
17247,151,222,3,5,3,0,26,185,2011,1,6,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,away
17255,9,33,2,17,1,0,3,137,2011,1,0,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,home
17258,1,22,3,40,2,0,2,220,2011,1,0,Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,home
17260,6,22,0,22,2,0,2,22,2011,1,0,Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,home
17264,-120,-2,5,2,3,0,12,302,2011,1,0,Turnaround Fadeaway shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,OKC,home
17270,42,126,0,36,1,0,13,36,2011,1,2,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DAL,away
17271,59,132,4,18,2,0,14,258,2011,1,2,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DAL,away
17272,119,192,3,37,2,0,22,217,2011,1,2,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DAL,away
17285,-155,47,9,7,1,0,16,547,2011,1,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DEN,away
17294,-147,-21,4,42,3,0,14,282,2011,1,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DEN,away
17297,48,194,2,3,3,0,19,123,2011,1,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,DEN,away
17298,-123,30,1,0,3,0,12,60,2011,1,4,Turnaround Bank shot,Bank Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DEN,away
17299,62,195,3,51,4,0,20,231,2011,1,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,DEN,away
17306,-51,63,2,22,2,0,8,142,2011,1,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,UTA,home
17324,-157,205,0,27,2,0,25,27,2011,1,4,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAC,home
17326,-131,91,3,19,3,0,15,199,2011,1,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAC,home
17330,-76,162,4,40,4,0,17,280,2011,1,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAC,home
17345,211,149,2,41,2,0,25,161,2011,1,6,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,BOS,home
17351,-123,119,7,43,3,0,17,463,2011,1,6,Jump Bank Shot,Jump Shot,2010-11,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,BOS,home
17352,-146,225,2,50,3,0,26,170,2011,1,6,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,BOS,home
17372,36,42,6,55,2,0,5,415,2011,2,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,HOU,home
17381,40,37,0,1,3,0,5,1,2011,2,1,Running Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,HOU,home
17385,135,102,3,31,4,0,16,211,2011,2,1,Step Back Jump shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,HOU,home
17388,170,6,0,12,4,0,17,12,2011,2,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,HOU,home
17390,-105,48,3,6,5,0,11,186,2011,2,1,Turnaround Fadeaway shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,HOU,home
17392,-125,96,10,19,1,0,15,619,2011,2,3,Pullup Jump shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,home
17399,-56,60,11,17,3,0,8,677,2011,2,3,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,SAS,home
17404,116,228,3,45,3,0,25,225,2011,2,3,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAS,home
17407,-130,50,3,59,4,0,13,239,2011,2,3,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,home
17408,6,-1,3,48,4,0,0,228,2011,2,3,Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,home
17416,-128,69,7,16,2,0,14,436,2011,2,5,Turnaround Bank shot,Bank Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NOH,away
17418,144,211,2,28,2,0,25,148,2011,2,5,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NOH,away
17434,0,7,3,58,1,0,0,238,2011,2,0,Driving Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,away
17438,-19,17,5,20,2,0,2,320,2011,2,0,Driving Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,away
17443,9,3,8,53,3,0,0,533,2011,2,0,Running Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,away
17444,170,108,8,29,3,0,20,509,2011,2,0,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MEM,away
17453,-15,6,10,50,3,0,1,650,2011,2,3,Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,BOS,away
17460,-111,157,4,49,4,0,19,289,2011,2,3,Turnaround Fadeaway shot,Jump Shot,2010-11,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,BOS,away
17467,201,164,4,53,1,0,25,293,2011,2,4,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NYK,away
17480,203,148,4,1,3,0,25,241,2011,2,4,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NYK,away
17488,21,12,6,4,2,0,2,364,2011,2,6,Driving Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ORL,away
17490,-64,107,4,7,2,0,12,247,2011,2,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,ORL,away
17493,130,157,2,15,2,0,20,135,2011,2,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,ORL,away
17498,-152,201,5,28,4,0,25,328,2011,2,6,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,ORL,away
17503,-136,36,7,34,1,0,14,454,2011,2,0,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,CHA,away
17513,114,173,0,4,2,0,20,4,2011,2,0,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHA,away
17520,18,15,6,2,4,0,2,362,2011,2,0,Driving Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHA,away
17525,61,78,10,5,2,0,9,605,2011,2,2,Fadeaway Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,CLE,away
17534,-127,217,0,44,3,0,25,44,2011,2,2,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,CLE,away
17545,94,145,11,46,1,0,17,706,2011,2,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,ATL,home
17553,89,165,4,8,3,0,18,248,2011,2,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,ATL,home
17554,-68,165,2,4,3,0,17,124,2011,2,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,ATL,home
17557,-166,28,7,41,1,0,16,461,2011,2,2,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,POR,away
17563,-26,145,0,40,1,0,14,40,2011,2,2,Turnaround Fadeaway shot,Jump Shot,2010-11,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,POR,away
17576,37,131,3,0,3,0,13,180,2011,2,2,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,POR,away
17577,125,211,1,52,3,0,24,112,2011,2,2,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,away
17580,-68,14,5,32,4,0,6,332,2011,2,2,Jump Bank Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,POR,away
17582,-86,149,2,37,4,0,17,157,2011,2,2,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,POR,away
17596,65,206,5,56,3,0,21,356,2011,2,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,LAC,home
17597,-95,159,5,20,3,0,18,320,2011,2,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,LAC,home
17602,-15,23,0,14,3,0,2,14,2011,2,4,Driving Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,home
17614,75,44,11,21,4,0,8,681,2011,2,6,Floating Jump shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,OKC,away
17623,-160,15,0,56,4,0,16,56,2011,2,6,Turnaround Fadeaway shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,OKC,away
17624,114,176,0,27,4,0,20,27,2011,2,6,Pullup Jump shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,OKC,away
17627,-146,31,6,35,1,0,14,395,2011,3,1,Pullup Jump shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,away
17628,-204,143,6,5,1,0,24,365,2011,3,1,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,away
17630,176,19,3,16,2,0,17,196,2011,3,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,away
17634,13,1,9,50,3,0,1,590,2011,3,1,Driving Finger Roll Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,away
17640,-76,231,1,57,3,0,24,117,2011,3,1,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,away
17652,-24,3,2,9,1,0,2,129,2011,3,4,Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHA,home
17657,-64,86,2,24,2,0,10,144,2011,3,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,CHA,home
17661,-37,75,7,37,3,0,8,457,2011,3,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,CHA,home
17662,182,183,6,53,3,0,25,413,2011,3,4,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHA,home
17666,39,260,0,51,3,0,26,51,2011,3,4,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,CHA,home
17682,32,23,0,50,2,0,3,50,2011,3,6,Running Bank shot,Bank Shot,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,away
17688,9,14,3,6,3,0,1,186,2011,3,6,Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,away
17693,181,20,4,14,1,0,18,254,2011,3,1,Fadeaway Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,ATL,away
17705,36,186,4,50,3,0,18,290,2011,3,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,ATL,away
17711,40,195,11,18,1,0,19,678,2011,3,3,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIA,away
17715,-189,158,2,26,1,0,24,146,2011,3,3,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIA,away
17717,151,126,5,9,2,0,19,309,2011,3,3,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIA,away
17721,-109,116,10,44,3,0,15,644,2011,3,3,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIA,away
17728,218,178,2,26,4,0,28,146,2011,3,3,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIA,away
17737,-204,143,4,39,2,0,24,279,2011,3,5,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DAL,away
17745,204,39,5,56,3,0,20,356,2011,3,5,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DAL,away
17755,130,118,7,3,1,0,17,423,2011,3,0,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,ORL,home
17764,47,25,8,1,3,0,5,481,2011,3,0,Pullup Jump shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,ORL,home
17774,-141,153,3,28,1,0,20,208,2011,3,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,home
17785,-111,254,4,18,4,0,27,258,2011,3,4,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,home
17786,-59,102,3,3,4,0,11,183,2011,3,4,Running Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,MIN,home
17789,151,219,6,56,1,0,26,416,2011,3,6,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,home
17802,230,121,6,22,4,0,25,382,2011,3,6,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,home
17810,-21,74,6,40,1,0,7,400,2011,3,1,Floating Jump shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,home
17819,-2,108,6,50,3,0,10,410,2011,3,1,Running Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,PHX,home
17825,-26,61,2,26,4,0,6,146,2011,3,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,home
17828,-204,-13,4,33,5,0,20,273,2011,3,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,PHX,home
17833,-46,23,0,36,6,0,5,36,2011,3,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,home
17841,42,44,6,47,1,0,6,407,2011,3,4,Running Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,LAC,home
17842,72,153,6,13,1,0,16,373,2011,3,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,LAC,home
17844,-117,11,4,24,1,0,11,264,2011,3,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,LAC,home
17849,162,192,2,38,2,0,25,158,2011,3,4,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,home
17855,72,178,4,10,3,0,19,250,2011,3,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,LAC,home
17857,-16,26,7,23,4,0,3,443,2011,3,4,Driving Slam Dunk Shot,Dunk,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,home
17861,-105,235,9,26,1,0,25,566,2011,3,6,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NOH,home
17863,129,94,5,15,1,0,15,315,2011,3,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NOH,home
17868,171,200,1,14,1,0,26,74,2011,3,6,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NOH,home
17876,121,41,4,28,3,0,12,268,2011,3,6,Turnaround Fadeaway shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NOH,home
17882,-142,154,3,36,4,0,20,216,2011,3,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,NOH,home
17885,135,220,11,41,1,0,25,701,2011,3,3,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,home
17893,147,162,4,9,2,0,21,249,2011,3,3,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DAL,home
17894,-127,227,2,17,2,0,26,137,2011,3,3,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DAL,home
17902,61,20,3,6,3,0,6,186,2011,3,3,Jump Bank Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DAL,home
17906,-10,244,11,41,1,0,24,701,2011,4,4,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,UTA,away
17911,21,1,4,42,2,0,2,282,2011,4,4,Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,away
17917,177,78,4,7,4,0,19,247,2011,4,4,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,UTA,away
17921,20,34,10,2,1,0,3,602,2011,4,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,home
17941,-46,99,5,50,4,0,10,350,2011,4,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DEN,home
17945,159,30,0,29,4,0,16,29,2011,4,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DEN,home
17949,47,41,10,17,3,0,6,617,2011,4,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,UTA,home
17954,-59,242,4,37,3,0,24,277,2011,4,1,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,UTA,home
17957,-86,190,7,28,4,0,20,448,2011,4,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,home
17958,-27,4,6,55,4,0,2,415,2011,4,1,Driving Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,home
17960,-101,132,5,0,4,0,16,300,2011,4,1,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,home
17985,43,74,11,25,1,0,8,685,2011,4,4,Pullup Jump shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,POR,away
18000,23,-3,8,23,3,0,2,503,2011,4,4,Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,away
18002,2,61,6,35,3,0,6,395,2011,4,4,Fadeaway Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,POR,away
18008,-204,189,1,34,4,0,27,94,2011,4,4,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,POR,away
18014,0,138,3,6,1,0,13,186,2011,4,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,OKC,home
18015,-4,19,3,0,1,0,1,180,2011,4,6,Driving Dunk Shot,Dunk,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,home
18019,-19,56,1,14,2,0,5,74,2011,4,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,OKC,home
18021,91,172,11,40,3,0,19,700,2011,4,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,OKC,home
18026,23,22,5,16,4,0,3,316,2011,4,6,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,OKC,home
18029,211,151,11,14,1,0,25,674,2011,4,1,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAS,home
18034,69,118,5,49,1,0,13,349,2011,4,1,Turnaround Fadeaway shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,SAS,home
18035,113,233,10,3,2,0,25,603,2011,4,1,Jump Shot,Jump Shot,2010-11,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAS,home
18036,4,26,8,23,2,0,2,503,2011,4,1,Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,home
18039,15,19,1,36,2,0,2,96,2011,4,1,Driving Layup Shot,Layup,2010-11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,home
18066,106,0,2,28,4,0,10,148,2011,4,2,Jump Shot,Jump Shot,2010-11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,away
18076,86,181,4,31,1,0,20,271,2011,12,6,Jump Shot,Jump Shot,2011-12,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHI,home
18089,45,39,2,8,3,0,5,128,2011,12,6,Jump Shot,Jump Shot,2011-12,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,CHI,home
18104,0,66,2,35,1,0,6,155,2011,12,0,Jump Shot,Jump Shot,2011-12,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,away
18110,125,137,11,23,3,0,18,683,2011,12,0,Jump Shot,Jump Shot,2011-12,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAC,away
18129,-35,121,11,43,3,0,12,703,2011,12,1,Turnaround Jump Shot,Jump Shot,2011-12,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,UTA,home
18131,75,78,9,5,3,0,10,545,2011,12,1,Pullup Jump shot,Jump Shot,2011-12,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,UTA,home
18133,144,55,4,9,3,0,15,249,2011,12,1,Jump Shot,Jump Shot,2011-12,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,UTA,home
18136,-185,178,6,8,4,0,25,368,2011,12,1,Jump Shot,Jump Shot,2011-12,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,home
18148,-49,25,3,10,3,0,5,190,2011,12,3,Hook Shot,Hook Shot,2011-12,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NYK,home
18152,-166,503,0,0,3,0,52,0,2011,12,3,Jump Shot,Jump Shot,2011-12,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,NYK,home
18167,47,214,8,45,4,0,21,525,2011,12,5,Pullup Jump shot,Jump Shot,2011-12,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,DEN,home
18177,-141,22,2,25,1,0,14,145,2012,1,6,Jump Shot,Jump Shot,2011-12,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DEN,away
18178,-213,146,4,33,2,0,25,273,2012,1,6,Jump Shot,Jump Shot,2011-12,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,away
18183,179,14,11,20,3,0,17,680,2012,1,6,Jump Shot,Jump Shot,2011-12,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DEN,away
